file_name,.pred_fruit,.pred_flower,.logit_fruit,.logit_flower,.class_flower,.class_fruit,.equivocal_flower,.equivocal_fruit
212852318.jpeg,0.783203125,0.044677734375,1.28515625,-3.0625,Not Detected,Detected,Unequivocal,Unequivocal
212852658.jpeg,0.70654296875,0.0217742919921875,0.8779296875,-3.8046875,Not Detected,Detected,Unequivocal,Equivocal
212880719.jpg,0.67431640625,0.08929443359375,0.72705078125,-2.322265625,Not Detected,Detected,Unequivocal,Equivocal
213007151.jpeg,0.89794921875,0.2158203125,2.17578125,-1.2900390625,Not Detected,Detected,Unequivocal,Unequivocal
213033663.jpeg,0.038604736328125,0.8310546875,-3.21484375,1.591796875,Not Detected,Not Detected,Equivocal,Unequivocal
213033680.jpeg,0.0293731689453125,0.75146484375,-3.498046875,1.10546875,Not Detected,Not Detected,Equivocal,Unequivocal
213033690.jpeg,0.0482177734375,0.9052734375,-2.982421875,2.2578125,Detected,Not Detected,Unequivocal,Unequivocal
213045608.jpeg,0.0843505859375,0.469970703125,-2.384765625,-0.11981201171875,Not Detected,Not Detected,Equivocal,Unequivocal
213045611.jpeg,0.01554107666015625,0.04327392578125,-4.1484375,-3.095703125,Not Detected,Not Detected,Unequivocal,Unequivocal
213045623.jpeg,0.03436279296875,0.310302734375,-3.3359375,-0.798828125,Not Detected,Not Detected,Equivocal,Unequivocal
213045632.jpeg,0.02056884765625,0.9990234375,-3.86328125,6.76953125,Detected,Not Detected,Unequivocal,Unequivocal
213045633.jpeg,0.003551483154296875,0.994140625,-5.63671875,5.125,Detected,Not Detected,Unequivocal,Unequivocal
213045634.jpeg,0.034759521484375,0.90771484375,-3.32421875,2.283203125,Detected,Not Detected,Unequivocal,Unequivocal
213045638.jpeg,0.04132080078125,0.99560546875,-3.14453125,5.4140625,Detected,Not Detected,Unequivocal,Unequivocal
213045654.jpeg,0.3193359375,0.55908203125,-0.7568359375,0.2381591796875,Not Detected,Not Detected,Equivocal,Equivocal
213045665.jpeg,0.46044921875,0.11676025390625,-0.158203125,-2.0234375,Not Detected,Not Detected,Unequivocal,Equivocal
213045671.jpeg,0.005641937255859375,0.9970703125,-5.171875,5.87109375,Detected,Not Detected,Unequivocal,Unequivocal
213170041.jpeg,0.11798095703125,0.0810546875,-2.01171875,-2.427734375,Not Detected,Not Detected,Unequivocal,Unequivocal
21318815.jpeg,0.317626953125,0.03594970703125,-0.7646484375,-3.2890625,Not Detected,Not Detected,Unequivocal,Equivocal
213226466.jpg,0.0248870849609375,0.767578125,-3.66796875,1.1953125,Not Detected,Not Detected,Equivocal,Unequivocal
213261057.jpeg,0.2186279296875,0.93603515625,-1.2734375,2.681640625,Detected,Not Detected,Unequivocal,Unequivocal
213262402.jpeg,0.0017414093017578125,0.99951171875,-6.3515625,7.50390625,Detected,Not Detected,Unequivocal,Unequivocal
213265586.jpeg,0.0217437744140625,0.99755859375,-3.806640625,6.0625,Detected,Not Detected,Unequivocal,Unequivocal
213268123.jpeg,0.10284423828125,0.78662109375,-2.166015625,1.3037109375,Not Detected,Not Detected,Equivocal,Unequivocal
213269863.jpeg,0.1153564453125,0.88623046875,-2.037109375,2.05078125,Detected,Not Detected,Unequivocal,Unequivocal
213269876.jpeg,0.0285491943359375,0.99072265625,-3.52734375,4.6640625,Detected,Not Detected,Unequivocal,Unequivocal
213269885.jpeg,0.0173797607421875,0.1328125,-4.03515625,-1.8759765625,Not Detected,Not Detected,Unequivocal,Unequivocal
213456633.jpeg,0.005279541015625,0.98828125,-5.23828125,4.42578125,Detected,Not Detected,Unequivocal,Unequivocal
213457061.jpeg,0.0272674560546875,0.34228515625,-3.57421875,-0.65283203125,Not Detected,Not Detected,Equivocal,Unequivocal
213457394.jpeg,0.0184326171875,0.69091796875,-3.974609375,0.8037109375,Not Detected,Not Detected,Equivocal,Unequivocal
213506674.jpeg,0.0029125213623046875,0.9990234375,-5.8359375,6.9921875,Detected,Not Detected,Unequivocal,Unequivocal
21392659.jpg,0.04559326171875,0.13623046875,-3.041015625,-1.8466796875,Not Detected,Not Detected,Unequivocal,Unequivocal
214047179.jpeg,0.07891845703125,0.412353515625,-2.45703125,-0.354248046875,Not Detected,Not Detected,Equivocal,Unequivocal
214189008.jpeg,0.29638671875,0.62109375,-0.8642578125,0.494140625,Not Detected,Not Detected,Equivocal,Equivocal
214201665.jpg,0.051849365234375,0.1341552734375,-2.90625,-1.8642578125,Not Detected,Not Detected,Unequivocal,Unequivocal
214256811.jpeg,0.044769287109375,0.364990234375,-3.060546875,-0.5537109375,Not Detected,Not Detected,Equivocal,Unequivocal
214728709.jpg,0.333251953125,0.045867919921875,-0.69384765625,-3.03515625,Not Detected,Not Detected,Unequivocal,Equivocal
214770453.jpg,0.00399017333984375,0.998046875,-5.51953125,6.203125,Detected,Not Detected,Unequivocal,Unequivocal
215009390.jpg,0.0153656005859375,0.99169921875,-4.16015625,4.7734375,Detected,Not Detected,Unequivocal,Unequivocal
215326109.jpg,0.01450347900390625,0.751953125,-4.21875,1.1103515625,Not Detected,Not Detected,Equivocal,Unequivocal
215344967.jpeg,0.0087432861328125,0.01085662841796875,-4.73046875,-4.51171875,Not Detected,Not Detected,Unequivocal,Unequivocal
215622648.jpeg,0.0090179443359375,0.98583984375,-4.69921875,4.25390625,Detected,Not Detected,Unequivocal,Unequivocal
215625907.jpeg,0.10357666015625,0.174072265625,-2.158203125,-1.556640625,Not Detected,Not Detected,Unequivocal,Unequivocal
21564388.jpeg,0.06561279296875,0.2108154296875,-2.65625,-1.3203125,Not Detected,Not Detected,Unequivocal,Unequivocal
21567434.jpg,0.1456298828125,0.23828125,-1.76953125,-1.162109375,Not Detected,Not Detected,Unequivocal,Unequivocal
215690563.jpg,0.30126953125,0.2454833984375,-0.84130859375,-1.123046875,Not Detected,Not Detected,Unequivocal,Equivocal
215690746.jpg,0.09967041015625,0.736328125,-2.201171875,1.0263671875,Not Detected,Not Detected,Equivocal,Unequivocal
215690981.jpg,0.142578125,0.931640625,-1.7939453125,2.609375,Detected,Not Detected,Unequivocal,Unequivocal
21569510.jpg,0.10650634765625,0.1087646484375,-2.126953125,-2.103515625,Not Detected,Not Detected,Unequivocal,Unequivocal
215861604.jpeg,0.48388671875,0.226318359375,-0.06414794921875,-1.2294921875,Not Detected,Not Detected,Unequivocal,Equivocal
215862114.jpeg,0.0243377685546875,0.83447265625,-3.69140625,1.6181640625,Not Detected,Not Detected,Equivocal,Unequivocal
216005509.jpeg,0.1041259765625,0.10931396484375,-2.15234375,-2.09765625,Not Detected,Not Detected,Unequivocal,Unequivocal
21629470.jpeg,0.001674652099609375,0.99853515625,-6.390625,6.44921875,Detected,Not Detected,Unequivocal,Unequivocal
21629590.jpeg,0.0216522216796875,0.9755859375,-3.810546875,3.6953125,Detected,Not Detected,Unequivocal,Unequivocal
21629710.jpg,0.0137939453125,0.69775390625,-4.26953125,0.8359375,Not Detected,Not Detected,Equivocal,Unequivocal
217193416.jpg,0.073974609375,0.60107421875,-2.52734375,0.410888671875,Not Detected,Not Detected,Equivocal,Unequivocal
217477219.jpg,0.96923828125,0.004924774169921875,3.455078125,-5.30859375,Not Detected,Detected,Unequivocal,Unequivocal
21773394.jpg,0.322509765625,0.1370849609375,-0.7421875,-1.83984375,Not Detected,Not Detected,Unequivocal,Equivocal
21780390.jpg,0.033538818359375,0.99560546875,-3.361328125,5.47265625,Detected,Not Detected,Unequivocal,Unequivocal
21782752.jpg,0.416748046875,0.1627197265625,-0.3359375,-1.6376953125,Not Detected,Not Detected,Unequivocal,Equivocal
21786098.jpg,0.26953125,0.982421875,-0.99755859375,4.02734375,Detected,Not Detected,Unequivocal,Equivocal
21786231.jpg,0.04107666015625,0.99658203125,-3.150390625,5.67578125,Detected,Not Detected,Unequivocal,Unequivocal
21786582.jpeg,0.55322265625,0.8828125,0.2135009765625,2.017578125,Detected,Detected,Unequivocal,Equivocal
21786622.jpg,0.1239013671875,0.9853515625,-1.9560546875,4.21484375,Detected,Not Detected,Unequivocal,Unequivocal
21786772.jpeg,0.060302734375,0.99267578125,-2.74609375,4.91015625,Detected,Not Detected,Unequivocal,Unequivocal
21786826.jpg,0.038116455078125,0.9697265625,-3.228515625,3.474609375,Detected,Not Detected,Unequivocal,Unequivocal
21787159.jpg,0.166015625,0.99755859375,-1.6142578125,6.08984375,Detected,Not Detected,Unequivocal,Unequivocal
21787161.jpeg,0.00757598876953125,0.98291015625,-4.875,4.0625,Detected,Not Detected,Unequivocal,Unequivocal
21787209.jpg,0.056121826171875,0.474365234375,-2.822265625,-0.102294921875,Not Detected,Not Detected,Equivocal,Unequivocal
21787631.jpg,0.10797119140625,0.5234375,-2.111328125,0.09381103515625,Not Detected,Not Detected,Equivocal,Unequivocal
21787688.jpg,0.646484375,0.495849609375,0.60302734375,-0.016448974609375,Not Detected,Detected,Equivocal,Equivocal
21787873.jpg,0.0966796875,0.978515625,-2.234375,3.822265625,Detected,Not Detected,Unequivocal,Unequivocal
21787884.jpg,0.0167236328125,0.97900390625,-4.07421875,3.841796875,Detected,Not Detected,Unequivocal,Unequivocal
21787997.jpeg,0.037689208984375,0.9931640625,-3.240234375,5,Detected,Not Detected,Unequivocal,Unequivocal
21788119.jpeg,0.275146484375,0.4931640625,-0.96923828125,-0.02703857421875,Not Detected,Not Detected,Equivocal,Equivocal
21788250.jpg,0.2010498046875,0.2822265625,-1.3798828125,-0.93359375,Not Detected,Not Detected,Equivocal,Unequivocal
21788299.jpg,0.265380859375,0.445556640625,-1.017578125,-0.21826171875,Not Detected,Not Detected,Equivocal,Equivocal
21788438.jpg,0.1527099609375,0.76611328125,-1.7138671875,1.185546875,Not Detected,Not Detected,Equivocal,Unequivocal
217888813.jpg,0.022247314453125,0.024566650390625,-3.783203125,-3.681640625,Not Detected,Not Detected,Unequivocal,Unequivocal
21789844.jpg,0.0087127685546875,0.99951171875,-4.734375,7.2890625,Detected,Not Detected,Unequivocal,Unequivocal
21790291.jpg,0.1885986328125,0.291015625,-1.458984375,-0.89013671875,Not Detected,Not Detected,Equivocal,Unequivocal
21790331.jpg,0.138916015625,0.64794921875,-1.82421875,0.60986328125,Not Detected,Not Detected,Equivocal,Unequivocal
21791604.jpg,0.05792236328125,0.310546875,-2.7890625,-0.79736328125,Not Detected,Not Detected,Equivocal,Unequivocal
21792106.jpg,0.019561767578125,0.9990234375,-3.9140625,6.8671875,Detected,Not Detected,Unequivocal,Unequivocal
21794852.jpg,0.296142578125,0.330810546875,-0.86572265625,-0.7041015625,Not Detected,Not Detected,Equivocal,Equivocal
21795086.jpeg,0.369873046875,0.52685546875,-0.53271484375,0.10736083984375,Not Detected,Not Detected,Equivocal,Equivocal
21795738.jpg,0.452392578125,0.048858642578125,-0.191162109375,-2.96875,Not Detected,Not Detected,Unequivocal,Equivocal
21796804.jpg,0.32568359375,0.74169921875,-0.72802734375,1.0556640625,Not Detected,Not Detected,Equivocal,Equivocal
21809975.jpeg,0.152099609375,0.515625,-1.7177734375,0.0631103515625,Not Detected,Not Detected,Equivocal,Unequivocal
218224609.jpeg,0.4912109375,0.326904296875,-0.034942626953125,-0.72265625,Not Detected,Not Detected,Equivocal,Equivocal
218444776.jpg,0.0021495819091796875,0.9990234375,-6.140625,7.15625,Detected,Not Detected,Unequivocal,Unequivocal
21859716.jpeg,0.0276947021484375,0.91796875,-3.55859375,2.416015625,Detected,Not Detected,Unequivocal,Unequivocal
219037287.jpeg,0.07183837890625,0.39697265625,-2.55859375,-0.41796875,Not Detected,Not Detected,Equivocal,Unequivocal
21918804.jpg,0.05718994140625,0.9990234375,-2.802734375,6.828125,Detected,Not Detected,Unequivocal,Unequivocal
219219092.jpg,0.01560211181640625,0.09173583984375,-4.14453125,-2.29296875,Not Detected,Not Detected,Unequivocal,Unequivocal
21926876.jpg,0.9794921875,0.01525115966796875,3.86328125,-4.16796875,Not Detected,Detected,Unequivocal,Unequivocal
219362799.jpeg,0.61181640625,0.2325439453125,0.455078125,-1.1943359375,Not Detected,Detected,Unequivocal,Equivocal
21947368.jpeg,0.8623046875,0.0299224853515625,1.833984375,-3.478515625,Not Detected,Detected,Unequivocal,Unequivocal
21947672.jpeg,0.00443267822265625,0.9990234375,-5.4140625,7.0390625,Detected,Not Detected,Unequivocal,Unequivocal
219774570.jpeg,0.05499267578125,0.1563720703125,-2.84375,-1.685546875,Not Detected,Not Detected,Unequivocal,Unequivocal
220157242.jpeg,0.183349609375,0.78857421875,-1.494140625,1.31640625,Not Detected,Not Detected,Equivocal,Unequivocal
220284254.jpeg,0.1458740234375,0.377197265625,-1.767578125,-0.501953125,Not Detected,Not Detected,Equivocal,Unequivocal
22030874.jpg,0.402587890625,0.09368896484375,-0.394775390625,-2.26953125,Not Detected,Not Detected,Unequivocal,Equivocal
22031407.jpg,0.91796875,0.0287628173828125,2.416015625,-3.51953125,Not Detected,Detected,Unequivocal,Unequivocal
22031452.jpg,0.25439453125,0.5556640625,-1.0751953125,0.2244873046875,Not Detected,Not Detected,Equivocal,Equivocal
22034053.jpg,0.1859130859375,0.33251953125,-1.4765625,-0.697265625,Not Detected,Not Detected,Equivocal,Unequivocal
22038693.jpeg,0.01473236083984375,0.947265625,-4.203125,2.888671875,Detected,Not Detected,Unequivocal,Unequivocal
22039176.jpeg,0.8505859375,0.023773193359375,1.7373046875,-3.71484375,Not Detected,Detected,Unequivocal,Unequivocal
22039991.jpeg,0.78173828125,0.1221923828125,1.2763671875,-1.9716796875,Not Detected,Detected,Unequivocal,Unequivocal
22043011.jpg,0.071044921875,0.2216796875,-2.5703125,-1.255859375,Not Detected,Not Detected,Unequivocal,Unequivocal
22109400.jpg,0.572265625,0.19482421875,0.291259765625,-1.4189453125,Not Detected,Detected,Unequivocal,Equivocal
22121029.jpeg,0.007373809814453125,0.99951171875,-4.90234375,7.25,Detected,Not Detected,Unequivocal,Unequivocal
22121032.jpeg,0.1566162109375,0.99853515625,-1.68359375,6.39453125,Detected,Not Detected,Unequivocal,Unequivocal
22121036.jpeg,0.0167236328125,0.96044921875,-4.07421875,3.185546875,Detected,Not Detected,Unequivocal,Unequivocal
22121037.jpeg,0.03216552734375,0.99755859375,-3.404296875,5.99609375,Detected,Not Detected,Unequivocal,Unequivocal
22121039.jpeg,0.285888671875,0.99755859375,-0.9150390625,6.09375,Detected,Not Detected,Unequivocal,Equivocal
22121042.jpeg,0.11456298828125,0.99853515625,-2.044921875,6.48828125,Detected,Not Detected,Unequivocal,Unequivocal
22121043.jpeg,0.23828125,0.98095703125,-1.162109375,3.939453125,Detected,Not Detected,Unequivocal,Equivocal
22121050.jpeg,0.473876953125,0.353515625,-0.10498046875,-0.603515625,Not Detected,Not Detected,Equivocal,Equivocal
22121053.jpeg,0.08978271484375,0.9990234375,-2.31640625,6.71875,Detected,Not Detected,Unequivocal,Unequivocal
22121058.jpeg,0.062225341796875,0.19775390625,-2.712890625,-1.400390625,Not Detected,Not Detected,Unequivocal,Unequivocal
22121066.jpeg,0.0268096923828125,0.78369140625,-3.591796875,1.2861328125,Not Detected,Not Detected,Equivocal,Unequivocal
22121084.jpeg,0.349609375,0.5439453125,-0.62060546875,0.1768798828125,Not Detected,Not Detected,Equivocal,Equivocal
22137230.jpeg,0.0197601318359375,0.99853515625,-3.904296875,6.453125,Detected,Not Detected,Unequivocal,Unequivocal
22137279.jpeg,0.0222930908203125,0.99462890625,-3.78125,5.21484375,Detected,Not Detected,Unequivocal,Unequivocal
221393720.jpeg,0.9306640625,0.01473236083984375,2.595703125,-4.203125,Not Detected,Detected,Unequivocal,Unequivocal
221793393.jpg,0.302490234375,0.6103515625,-0.83544921875,0.449462890625,Not Detected,Not Detected,Equivocal,Equivocal
22222773.jpg,0.03790283203125,0.5927734375,-3.234375,0.3759765625,Not Detected,Not Detected,Equivocal,Unequivocal
22377909.jpeg,0.0227203369140625,0.9970703125,-3.76171875,5.8515625,Detected,Not Detected,Unequivocal,Unequivocal
22513766.jpg,0.052520751953125,0.9951171875,-2.892578125,5.3046875,Detected,Not Detected,Unequivocal,Unequivocal
22553039.jpeg,0.97119140625,0.0273284912109375,3.5234375,-3.572265625,Not Detected,Detected,Unequivocal,Unequivocal
22717526.jpeg,0.900390625,0.017242431640625,2.19921875,-4.04296875,Not Detected,Detected,Unequivocal,Unequivocal
22723482.jpeg,0.18115234375,0.475830078125,-1.5087890625,-0.096435546875,Not Detected,Not Detected,Equivocal,Unequivocal
22786873.jpeg,0.011962890625,0.62744140625,-4.4140625,0.5205078125,Not Detected,Not Detected,Equivocal,Unequivocal
22935997.jpeg,0.0063629150390625,0.998046875,-5.05078125,6.12890625,Detected,Not Detected,Unequivocal,Unequivocal
23090081.jpg,0.8447265625,0.275146484375,1.6953125,-0.96875,Not Detected,Detected,Unequivocal,Unequivocal
23090658.jpg,0.332275390625,0.132568359375,-0.69775390625,-1.87890625,Not Detected,Not Detected,Unequivocal,Equivocal
23211409.jpg,0.412109375,0.164306640625,-0.355712890625,-1.626953125,Not Detected,Not Detected,Unequivocal,Equivocal
23276285.jpg,0.7490234375,0.11126708984375,1.0927734375,-2.078125,Not Detected,Detected,Unequivocal,Equivocal
23395261.jpg,0.004215240478515625,0.99658203125,-5.46484375,5.640625,Detected,Not Detected,Unequivocal,Unequivocal
23420977.jpeg,0.10302734375,0.6904296875,-2.1640625,0.80224609375,Not Detected,Not Detected,Equivocal,Unequivocal
23952035.jpeg,0.11419677734375,0.391845703125,-2.048828125,-0.439208984375,Not Detected,Not Detected,Equivocal,Unequivocal
23956448.jpeg,0.042724609375,0.96826171875,-3.109375,3.41015625,Detected,Not Detected,Unequivocal,Unequivocal
23959023.jpeg,0.1312255859375,0.76171875,-1.8896484375,1.1611328125,Not Detected,Not Detected,Equivocal,Unequivocal
23961864.jpeg,0.11798095703125,0.99365234375,-2.01171875,5.02734375,Detected,Not Detected,Unequivocal,Unequivocal
23962595.jpeg,0.00867462158203125,0.98681640625,-4.73828125,4.33203125,Detected,Not Detected,Unequivocal,Unequivocal
23968110.jpeg,0.92529296875,0.018157958984375,2.513671875,-3.990234375,Not Detected,Detected,Unequivocal,Unequivocal
23969981.jpeg,0.107421875,0.9970703125,-2.1171875,5.8984375,Detected,Not Detected,Unequivocal,Unequivocal
24320926.jpg,0.00453948974609375,0.99853515625,-5.390625,6.46875,Detected,Not Detected,Unequivocal,Unequivocal
24701220.jpg,0.017181396484375,0.040679931640625,-4.046875,-3.16015625,Not Detected,Not Detected,Unequivocal,Unequivocal
24752.JPG,0.03955078125,0.313720703125,-3.189453125,-0.783203125,Not Detected,Not Detected,Equivocal,Unequivocal
25035286.jpg,0.039947509765625,0.126220703125,-3.1796875,-1.9345703125,Not Detected,Not Detected,Unequivocal,Unequivocal
25262413.jpg,0.17138671875,0.15869140625,-1.576171875,-1.66796875,Not Detected,Not Detected,Unequivocal,Unequivocal
25387851.jpg,0.0782470703125,0.71142578125,-2.466796875,0.90185546875,Not Detected,Not Detected,Equivocal,Unequivocal
25390060.jpg,0.03289794921875,0.1900634765625,-3.380859375,-1.44921875,Not Detected,Not Detected,Unequivocal,Unequivocal
25733682.jpg,0.84130859375,0.05072021484375,1.6669921875,-2.9296875,Not Detected,Detected,Unequivocal,Unequivocal
2597.jpg,0.0215301513671875,0.99755859375,-3.81640625,6.06640625,Detected,Not Detected,Unequivocal,Unequivocal
26094481.jpg,0.035736083984375,0.97802734375,-3.294921875,3.7890625,Detected,Not Detected,Unequivocal,Unequivocal
2615719.jpg,0.06561279296875,0.31005859375,-2.65625,-0.7998046875,Not Detected,Not Detected,Equivocal,Unequivocal
2615720.jpg,0.0030994415283203125,0.94189453125,-5.7734375,2.787109375,Detected,Not Detected,Unequivocal,Unequivocal
2615721.jpg,0.58935546875,0.3408203125,0.361572265625,-0.66015625,Not Detected,Detected,Equivocal,Equivocal
2615722.jpg,0.0699462890625,0.99560546875,-2.587890625,5.3984375,Detected,Not Detected,Unequivocal,Unequivocal
2615723.jpg,0.07080078125,0.9970703125,-2.57421875,5.796875,Detected,Not Detected,Unequivocal,Unequivocal
26161485.jpeg,0.06268310546875,0.59912109375,-2.705078125,0.401123046875,Not Detected,Not Detected,Equivocal,Unequivocal
26161515.jpeg,0.08416748046875,0.2010498046875,-2.38671875,-1.3798828125,Not Detected,Not Detected,Unequivocal,Unequivocal
26161592.jpeg,0.19482421875,0.5830078125,-1.4189453125,0.334228515625,Not Detected,Not Detected,Equivocal,Unequivocal
26161676.jpeg,0.203857421875,0.9970703125,-1.3623046875,5.7890625,Detected,Not Detected,Unequivocal,Unequivocal
26188796.jpg,0.7353515625,0.1121826171875,1.0224609375,-2.068359375,Not Detected,Detected,Unequivocal,Equivocal
26204423.jpg,0.00482940673828125,0.99951171875,-5.328125,7.2890625,Detected,Not Detected,Unequivocal,Unequivocal
26204997.jpg,0.006744384765625,0.98583984375,-4.9921875,4.234375,Detected,Not Detected,Unequivocal,Unequivocal
26548100.jpg,0.1314697265625,0.796875,-1.8876953125,1.3671875,Not Detected,Not Detected,Equivocal,Unequivocal
26625883.jpg,0.333251953125,0.0535888671875,-0.69384765625,-2.87109375,Not Detected,Not Detected,Unequivocal,Equivocal
26682400.jpeg,0.0242767333984375,0.64453125,-3.693359375,0.59521484375,Not Detected,Not Detected,Equivocal,Unequivocal
26722417.jpeg,0.06610107421875,0.85009765625,-2.6484375,1.7353515625,Detected,Not Detected,Unequivocal,Unequivocal
27103680.jpg,0.0035247802734375,0.98974609375,-5.64453125,4.58203125,Detected,Not Detected,Unequivocal,Unequivocal
2712035.jpg,0.0180511474609375,0.1800537109375,-3.99609375,-1.515625,Not Detected,Not Detected,Unequivocal,Unequivocal
2712036.jpg,0.07720947265625,0.66650390625,-2.48046875,0.69140625,Not Detected,Not Detected,Equivocal,Unequivocal
2712039.jpg,0.0274810791015625,0.99853515625,-3.56640625,6.66796875,Detected,Not Detected,Unequivocal,Unequivocal
2712040.jpg,0.00945281982421875,0.9990234375,-4.65234375,7.125,Detected,Not Detected,Unequivocal,Unequivocal
2712041.jpg,0.006290435791015625,0.98876953125,-5.0625,4.4609375,Detected,Not Detected,Unequivocal,Unequivocal
27252674.jpg,0.26220703125,0.044586181640625,-1.0341796875,-3.064453125,Not Detected,Not Detected,Unequivocal,Equivocal
27939907.jpg,0.018798828125,0.321044921875,-3.955078125,-0.7490234375,Not Detected,Not Detected,Equivocal,Unequivocal
28170544.jpg,0.0035800933837890625,0.9990234375,-5.62890625,7.1328125,Detected,Not Detected,Unequivocal,Unequivocal
28187733.jpeg,0.157470703125,0.994140625,-1.6767578125,5.11328125,Detected,Not Detected,Unequivocal,Unequivocal
28187950.jpeg,0.023193359375,0.0784912109375,-3.740234375,-2.462890625,Not Detected,Not Detected,Unequivocal,Unequivocal
28188162.jpeg,0.051361083984375,0.1661376953125,-2.916015625,-1.61328125,Not Detected,Not Detected,Unequivocal,Unequivocal
28296189.jpg,0.07720947265625,0.16015625,-2.48046875,-1.6572265625,Not Detected,Not Detected,Unequivocal,Unequivocal
28394078.jpeg,0.01242828369140625,0.9619140625,-4.375,3.232421875,Detected,Not Detected,Unequivocal,Unequivocal
28394326.jpeg,0.01129150390625,0.028594970703125,-4.47265625,-3.525390625,Not Detected,Not Detected,Unequivocal,Unequivocal
28394452.jpeg,0.035491943359375,0.9560546875,-3.302734375,3.078125,Detected,Not Detected,Unequivocal,Unequivocal
28394593.jpeg,0.0987548828125,0.3046875,-2.2109375,-0.8251953125,Not Detected,Not Detected,Equivocal,Unequivocal
28394653.jpeg,0.0755615234375,0.90234375,-2.50390625,2.224609375,Detected,Not Detected,Unequivocal,Unequivocal
28394794.jpeg,0.038116455078125,0.7158203125,-3.228515625,0.92431640625,Not Detected,Not Detected,Equivocal,Unequivocal
28394929.jpeg,0.020599365234375,0.371826171875,-3.861328125,-0.52392578125,Not Detected,Not Detected,Equivocal,Unequivocal
28395020.jpeg,0.05242919921875,0.74951171875,-2.89453125,1.0947265625,Not Detected,Not Detected,Equivocal,Unequivocal
28395545.jpeg,0.004608154296875,0.99853515625,-5.375,6.51953125,Detected,Not Detected,Unequivocal,Unequivocal
28395981.jpeg,0.00679779052734375,0.04559326171875,-4.984375,-3.041015625,Not Detected,Not Detected,Unequivocal,Unequivocal
28396405.jpeg,0.045257568359375,0.3974609375,-3.048828125,-0.416259765625,Not Detected,Not Detected,Equivocal,Unequivocal
28396532.jpeg,0.056854248046875,0.97412109375,-2.80859375,3.619140625,Detected,Not Detected,Unequivocal,Unequivocal
28396660.jpeg,0.361328125,0.95361328125,-0.5693359375,3.025390625,Detected,Not Detected,Unequivocal,Equivocal
28397085.jpeg,0.005279541015625,0.986328125,-5.23828125,4.265625,Detected,Not Detected,Unequivocal,Unequivocal
28397713.jpeg,0.01322174072265625,0.99853515625,-4.3125,6.609375,Detected,Not Detected,Unequivocal,Unequivocal
28397857.jpeg,0.01116180419921875,0.9970703125,-4.484375,5.85546875,Detected,Not Detected,Unequivocal,Unequivocal
28397917.jpeg,0.027801513671875,0.66162109375,-3.5546875,0.669921875,Not Detected,Not Detected,Equivocal,Unequivocal
28398167.jpeg,0.15625,0.64111328125,-1.6865234375,0.5810546875,Not Detected,Not Detected,Equivocal,Unequivocal
28398244.jpeg,0.00916290283203125,0.10394287109375,-4.68359375,-2.154296875,Not Detected,Not Detected,Unequivocal,Unequivocal
28398436.jpeg,0.08978271484375,0.501953125,-2.31640625,0.007091522216796875,Not Detected,Not Detected,Equivocal,Unequivocal
28399303.jpeg,0.0015668869018554688,0.9990234375,-6.45703125,7.15234375,Detected,Not Detected,Unequivocal,Unequivocal
2894.jpg,0.43212890625,0.252685546875,-0.273193359375,-1.0849609375,Not Detected,Not Detected,Unequivocal,Equivocal
28977284.jpg,0.03948974609375,0.46435546875,-3.19140625,-0.1429443359375,Not Detected,Not Detected,Equivocal,Unequivocal
28977364.jpeg,0.2445068359375,0.54345703125,-1.1279296875,0.1741943359375,Not Detected,Not Detected,Equivocal,Equivocal
29186743.jpeg,0.003376007080078125,0.9990234375,-5.6875,6.98046875,Detected,Not Detected,Unequivocal,Unequivocal
29186744.jpeg,0.0016164779663085938,0.9990234375,-6.42578125,6.75390625,Detected,Not Detected,Unequivocal,Unequivocal
29648645.jpeg,0.0165863037109375,0.998046875,-4.08203125,6.2578125,Detected,Not Detected,Unequivocal,Unequivocal
29886693.jpg,0.006511688232421875,0.9970703125,-5.02734375,5.91015625,Detected,Not Detected,Unequivocal,Unequivocal
29888013.jpg,0.04510498046875,0.9931640625,-3.052734375,5.0078125,Detected,Not Detected,Unequivocal,Unequivocal
29889221.jpg,0.11737060546875,0.58740234375,-2.017578125,0.353515625,Not Detected,Not Detected,Equivocal,Unequivocal
29898144.jpg,0.079345703125,0.29541015625,-2.451171875,-0.869140625,Not Detected,Not Detected,Equivocal,Unequivocal
29963022.jpg,0.321533203125,0.355224609375,-0.74658203125,-0.5966796875,Not Detected,Not Detected,Equivocal,Equivocal
3009.jpg,0.299560546875,0.4208984375,-0.849609375,-0.3193359375,Not Detected,Not Detected,Equivocal,Equivocal
30146988.jpg,0.171630859375,0.31591796875,-1.57421875,-0.77294921875,Not Detected,Not Detected,Equivocal,Unequivocal
30148696.jpeg,0.015716552734375,0.97802734375,-4.13671875,3.794921875,Detected,Not Detected,Unequivocal,Unequivocal
30148813.jpg,0.123779296875,0.85693359375,-1.95703125,1.7880859375,Detected,Not Detected,Unequivocal,Unequivocal
30149762.jpeg,0.004451751708984375,0.1282958984375,-5.41015625,-1.916015625,Not Detected,Not Detected,Unequivocal,Unequivocal
30306619.jpg,0.007724761962890625,0.99755859375,-4.85546875,5.95703125,Detected,Not Detected,Unequivocal,Unequivocal
30363045.jpg,0.20263671875,0.04376220703125,-1.3701171875,-3.083984375,Not Detected,Not Detected,Unequivocal,Unequivocal
